Year (พ.ศ.),Year (ค.ศ.),Month,No.,Chilled/Frozen Fresh Shrimp Quantity (Tons),Chilled/Frozen Fresh Shrimp Value (Million Baht),Dried Shrimp Quantity (Tons),Dried Shrimp Value (Million Baht),Boiled or Steamed Shrimp Quantity (Tons),Boiled or Steamed Shrimp Value (Million Baht),Shrimp in Airtight Containers Quantity (Tons),Shrimp in Airtight Containers Value (Million Baht),Preserved or Processed Shrimp Quantity (Tons),Preserved or Processed Shrimp Value (Million Baht),Shrimp Quantity (Tons),Shrimp Value (Million Baht),Chilled/Frozen Fresh Squid Quantity (Tons),Chilled/Frozen Fresh Squid Value (Million Baht),Dried Squid Quantity (Tons),Dried Squid Value (Million Baht),Processed or Preserved Squid Quantity (Tons),Processed or Preserved Squid Value (Million Baht),Smoked squid Quantity (Tons),Smoked squid Value (Million Baht),Squid Quantity (Tons),Squid Value (Million Baht),Chilled/Frozen Fresh Fish (including liver and roe) Quantity (Tons),Chilled/Frozen Fresh Fish (including liver and roe) Value (Million Baht),Chilled/Frozen Fish Fillets Quantity (Tons),Chilled/Frozen Fish Fillets Value (Million Baht),Dried Fish Quantity (Tons),Dried Fish Value (Million Baht),Live Fish and Fish Breeding Stock Quantity (Tons),Live Fish and Fish Breeding Stock Value (Million Baht),Fish Quantity (Tons),Fish Value (Million Baht),Canned Tuna Quantity (Tons),Canned Tuna Value (Million Baht),Canned Sardines Quantity (Tons),Canned Sardines Value (Million Baht),Other Canned Fish Quantity (Tons),Other Canned Fish Value (Million Baht),Canned Crab Quantity (Tons),Canned Crab Value (Million Baht),Other Canned Seafood Quantity (Tons),Other Canned Seafood Value (Million Baht),Canned Products Quantity (Tons),Canned Products Value (Million Baht),Canned Dog and Cat Food Quantity (Tons),Canned Dog and Cat Food Value (Million Baht),Processed Seafood Products Quantity (Tons),Processed Seafood Products Value (Million Baht),Processed Tuna Products Quantity (Tons),Processed Tuna Products Value (Million Baht),Preserved or Processed Crab Quantity (Tons),Preserved or Processed Crab Value (Million Baht),Other Processed Seafood Products Quantity (Tons),Other Processed Seafood Products Value (Million Baht),Other Fishery Products Quantity (Tons),Other Fishery Products Value (Million Baht),Grand Total Quantity (Tons),Grand Total Value (Million Baht),Price baht to usd
2553,2010,3,39,18256.17,3890.04,7.88,2.09,87.92,8.34,1576.0,304.27,12487.05,3196.66,32415.01,7401.39,6491.21,1010.0,35.24,16.13,438.13,89.4,,,6964.59,1115.54,18481.36,500.7,8230.82,1064.07,4708.99,170.48,689.1,90.61,32110.27,1825.87,50030.29,4892.16,7988.09,545.31,5070.03,438.59,314.39,129.93,3327.34,288.01,66730.14,6294.01,5961.27,459.94,6191.81,757.34,4255.52,523.68,157.74,56.96,16566.35,1797.92,30003.38,1520.44,184789.74,19955.17,32.35
2553,2010,4,40,15120.6,3096.88,26.24,6.71,27.38,6.47,624.22,148.97,9571.25,2430.64,25369.68,5689.67,6425.77,1046.52,33.64,22.24,409.69,165.69,,,6869.1,1234.45,13486.65,374.9,7320.6,898.64,3718.35,145.88,500.17,60.57,25025.77,1479.99,41366.89,3883.79,4539.54,309.87,4119.5,362.29,221.59,83.53,2314.81,209.73,52562.33,4849.21,4881.71,348.13,5040.92,761.06,3406.02,365.07,89.04,27.11,13417.7,1501.36,24428.17,1243.62,147672.75,15998.3,32.345
2553,2010,5,41,20146.95,4003.44,38.13,7.93,16.3,7.83,998.19,232.84,11074.04,2827.3,32273.6,7079.34,6840.46,1001.68,39.66,24.6,487.81,88.57,,,7367.92,1114.85,18275.04,471.65,7730.84,987.79,4198.46,161.97,662.41,81.24,30866.75,1702.65,44707.31,4352.14,4703.2,338.09,3689.28,341.75,300.44,106.99,3108.0,280.25,56508.23,5419.22,6544.05,476.2,4822.91,702.71,3872.38,417.54,144.48,51.65,15383.82,1648.09,32895.07,1659.49,175295.38,18623.64,32.53
2553,2010,6,42,27311.94,5612.36,22.49,5.21,40.43,5.73,1260.93,280.59,13991.69,3521.13,42627.49,9425.01,6558.7,1000.12,25.09,17.35,388.72,81.64,,,6972.51,1099.11,20046.1,618.36,9311.5,1192.89,4920.7,180.73,723.42,84.67,35001.71,2076.65,54125.52,5553.88,5596.6,389.92,3487.43,331.7,413.88,155.48,3676.27,327.4,67299.7,6758.38,6490.41,491.07,6205.96,870.16,4246.89,519.87,136.63,60.8,17079.88,1941.9,30147.65,1489.16,199128.93,22790.23,32.415
2553,2010,7,43,23005.89,5229.13,22.9,5.34,108.22,7.85,1058.41,256.31,13755.3,3601.82,37950.71,9100.46,5188.95,849.04,24.65,16.2,399.88,76.52,,,5613.48,941.75,18250.47,519.38,7729.84,1074.6,5731.26,209.47,582.32,67.86,32293.88,1871.31,44176.89,4778.71,5331.37,363.14,3441.86,358.99,285.51,125.69,3513.68,330.21,56749.3,5956.74,5596.42,406.47,5043.85,692.41,3747.46,462.45,165.28,55.25,14553.01,1616.58,25707.46,1363.94,172867.84,20850.78,32.24
2553,2010,8,44,21975.68,5147.85,32.18,8.6,5.18,2.94,775.93,207.08,14378.58,3902.39,37167.55,9268.87,4129.66,755.27,12.54,9.61,325.67,57.48,,,4467.87,822.37,18504.98,548.98,7412.44,1000.05,6183.72,210.35,627.81,77.83,32728.95,1837.21,39665.68,4402.13,5563.05,363.72,2742.32,297.19,344.13,151.64,2906.99,280.26,51222.16,5494.94,5861.26,460.21,4486.53,619.41,3677.23,475.13,195.83,78.08,14220.86,1632.83,21809.6,1119.62,161616.98,20175.84,31.27
2553,2010,9,45,23257.35,5427.34,14.43,3.45,6.19,3.65,994.07,270.87,17490.65,4702.22,41762.67,10407.54,4870.89,860.73,34.91,28.57,426.17,88.12,,,5331.96,977.41,17624.02,510.6,7760.32,1024.17,5313.01,185.44,707.37,89.07,31404.71,1809.28,37027.71,4044.79,5484.71,374.2,3620.57,348.38,396.17,178.84,2892.25,264.17,49421.41,5210.39,5045.27,388.8,5626.35,742.37,4777.65,653.62,231.79,86.95,15681.05,1871.73,20529.66,1033.36,164131.47,21309.7,30.345
2553,2010,10,46,23181.95,5384.12,55.11,11.68,58.5,10.07,768.37,233.34,18877.47,5012.14,42941.41,10651.34,5730.68,1021.43,74.45,64.65,559.46,102.84,,,6364.58,1188.91,18596.42,627.1,8837.18,1106.61,5128.78,173.37,3021.6,89.44,35583.98,1996.52,38725.16,3818.78,6466.3,388.36,3787.1,366.82,403.17,192.96,3312.83,295.35,52694.56,5062.27,6232.13,478.97,5288.98,733.49,6269.34,730.01,198.4,67.15,17988.84,2009.61,18365.2,1013.57,173938.56,21922.23,29.94
2553,2010,11,47,19659.04,4511.74,30.54,6.96,49.92,12.7,722.89,226.19,16037.43,4225.23,36499.82,8982.82,5367.21,914.6,57.04,51.76,427.57,73.3,,,5851.82,1039.65,21677.36,710.83,8118.78,1064.57,7519.31,229.36,653.64,78.11,37969.08,2082.86,52727.08,4866.77,6243.9,391.63,3800.48,380.62,330.56,138.69,2776.47,242.26,65878.49,6019.97,6218.06,470.02,5430.86,774.76,6907.23,784.57,224.1,57.29,18780.24,2086.64,20662.5,979.25,185641.94,21191.2,30.185
2553,2010,12,48,18565.44,4369.53,37.12,8.25,70.38,17.13,581.03,156.49,15672.92,4211.44,34926.89,8762.85,6079.64,998.26,32.06,24.56,419.28,73.11,,,6530.98,1095.94,24678.64,789.6,8090.13,1063.79,6404.85,194.85,786.45,89.2,39960.07,2137.44,47878.36,4405.18,5210.69,319.2,4183.03,396.34,370.04,176.49,3108.07,279.21,60750.18,5576.42,5153.04,364.48,5771.35,770.63,5763.88,627.2,215.75,61.95,16904.01,1824.26,23400.71,1119.66,182472.84,20516.57,30.065
2554,2011,1,49,13025.44,3111.27,7.31,3.61,18.38,5.03,360.47,102.53,11548.03,3269.93,24959.64,6492.36,4160.96,734.15,20.6,12.52,408.95,75.16,,,4590.51,821.83,21294.61,691.01,7133.02,889.4,6154.99,190.37,884.53,106.28,35467.17,1877.05,45152.75,4278.27,5328.25,360.06,4350.94,402.43,235.09,136.76,2427.23,229.7,57494.24,5407.22,4723.08,347.83,4684.04,622.25,3006.74,331.23,97.77,22.29,12511.62,1323.61,21706.46,1031.95,156729.63,16954.03,30.905
2554,2011,2,50,11871.28,2895.14,0.3,0.08,83.83,16.1,282.31,87.3,10730.41,3089.07,22968.12,6087.69,4977.93,879.38,8.8,5.96,301.3,52.75,,,5288.03,938.09,18716.46,612.7,6899.37,957.16,6406.58,234.39,781.55,91.44,32803.97,1895.68,45229.58,4633.42,5646.2,384.55,4485.54,416.2,287.93,135.6,2466.77,223.73,58116.01,5793.5,5271.45,404.96,4784.7,642.97,3613.06,445.04,81.77,20.62,13750.98,1513.59,25278.93,1209.16,158206.04,17437.72,30.595
2554,2011,3,51,16060.21,3949.86,26.91,8.67,75.49,19.87,503.03,149.97,13594.01,3894.27,30259.64,8022.64,6441.19,1446.11,24.15,16.81,401.01,77.96,,,6866.34,1540.88,18725.55,600.61,8543.16,1070.17,5087.12,228.31,805.45,99.79,33161.28,1998.88,49158.95,5314.61,5935.24,408.78,4437.16,464.8,202.48,96.01,2986.6,275.31,62720.43,6559.5,5667.52,442.56,5824.33,836.81,4374.43,594.72,118.53,30.26,15984.8,1904.34,30609.08,1506.72,179601.58,21532.96,30.255
2554,2011,4,52,13193.33,3303.8,13.87,2.95,33.68,8.89,352.24,96.28,10622.95,3121.22,24216.06,6533.15,5063.94,941.22,21.0,12.87,387.31,75.67,,,5472.24,1029.75,16639.8,548.06,7328.29,923.33,4342.79,172.84,903.21,91.85,29214.08,1736.08,42601.26,4758.57,4863.82,337.72,3541.47,383.64,160.9,60.35,2854.3,248.94,54021.75,5789.23,4836.42,373.9,5224.42,764.99,3325.45,477.24,69.16,14.16,13455.46,1630.29,21277.79,1095.55,147657.38,17814.04,29.85
2554,2011,5,53,14982.26,3863.57,14.96,2.11,113.42,24.98,426.41,125.73,13769.27,4088.68,29306.32,8105.08,6015.08,1069.04,32.88,18.61,380.24,73.17,,,6428.21,1160.82,18178.94,583.55,6994.19,912.81,7104.82,256.99,663.05,80.02,32941.0,1833.37,47341.44,5292.2,4735.46,315.34,4294.39,391.75,129.28,44.61,2883.47,268.75,59384.03,6312.65,5611.95,429.07,5671.13,861.42,3714.05,508.53,127.29,22.48,15124.43,1821.5,27848.29,1301.98,171032.28,20535.39,30.3
2554,2011,6,54,17210.95,4466.42,24.7,7.08,143.39,38.03,555.43,172.36,15154.36,4600.47,33088.83,9284.35,6740.0,1248.61,23.58,13.92,465.09,98.6,,,7228.67,1361.13,17778.59,645.55,7810.12,1004.33,5248.0,211.51,595.2,81.36,31431.9,1942.74,48360.36,5762.22,6215.85,409.64,4505.95,449.51,261.78,110.48,3673.07,330.22,63017.0,7062.06,6857.62,503.65,5981.46,937.38,4048.07,590.32,104.61,29.86,16991.76,2061.21,27044.43,1299.59,178802.58,23011.09,30.7
2554,2011,7,55,18989.44,5080.25,11.32,2.67,133.53,37.14,491.2,155.6,16171.01,5155.09,35796.49,10430.74,5256.87,1032.94,35.37,23.23,329.8,74.66,,,5622.04,1130.83,15910.79,509.49,7602.13,1074.27,5729.91,243.84,666.71,86.21,29909.54,1913.8,45729.45,5626.43,4633.79,305.5,5164.65,474.16,281.37,138.77,2862.54,276.47,58671.8,6821.33,6000.01,465.2,6082.38,877.91,2901.73,469.86,51.74,21.8,15035.86,1834.76,18438.54,1059.41,163474.27,23190.87,29.75
2554,2011,8,56,21144.42,5771.9,40.43,9.38,182.68,47.53,774.59,251.25,17829.03,5606.96,39971.15,11687.02,4791.4,900.11,26.72,8.96,366.9,63.34,,,5185.02,972.42,17037.37,561.86,7644.72,986.41,5446.33,252.23,732.57,82.44,30860.99,1882.94,43254.45,5434.04,4822.3,335.56,4769.44,411.49,309.38,151.91,2923.1,271.27,56078.67,6604.26,6393.79,505.42,5933.56,831.43,4655.66,702.88,124.7,52.98,17107.71,2092.72,18285.47,971.91,167489.01,24211.27,29.93
2554,2011,9,57,20231.27,5205.42,10.42,3.09,213.39,54.71,951.82,309.23,18944.38,5879.84,40351.27,11452.29,4784.2,986.17,35.52,25.56,306.44,75.12,,,5126.15,1086.84,15806.27,484.71,8428.9,1083.73,4863.1,198.62,664.04,91.5,29762.3,1858.57,42530.26,5185.32,6367.63,448.58,4802.54,408.2,372.25,185.43,3480.3,311.79,57552.97,6539.32,6654.22,564.32,6585.17,932.74,2699.85,453.33,116.17,57.8,16055.41,2008.2,18161.46,1051.02,167009.55,23996.24,31.17
2554,2011,10,58,20032.93,5221.83,40.77,12.87,209.15,59.96,673.91,222.82,19063.35,6015.33,40020.1,11532.81,5242.5,1061.48,65.64,51.22,368.6,78.9,,,5676.74,1191.6,16985.52,630.16,9388.13,1246.49,5515.7,212.93,628.28,87.95,32517.63,2177.52,40334.53,5391.12,6345.83,442.35,3609.9,396.04,323.74,188.56,3144.33,291.44,53758.33,6709.52,6655.17,603.85,5991.71,827.95,2935.25,524.37,148.85,65.75,15730.97,2021.92,18748.64,1065.86,166452.41,24699.24,30.7
2554,2011,11,59,18946.81,5048.75,34.3,11.57,117.3,34.02,484.22,160.85,16635.26,5276.22,36217.89,10531.41,4347.23,1004.8,41.63,34.34,263.98,62.26,,,4652.84,1101.41,16057.71,595.75,8688.37,1211.82,6777.86,264.4,728.79,93.38,32252.72,2165.36,41718.91,5499.0,7163.75,520.06,2982.39,414.66,266.95,159.66,3251.31,318.62,55383.3,6912.0,5761.11,516.49,6345.85,875.62,3488.64,659.22,138.69,59.01,15734.29,2110.34,16819.12,971.14,161060.16,23791.65,30.84
2554,2011,12,60,16067.84,4395.75,28.8,8.02,143.16,37.99,358.28,114.58,14701.11,4626.6,31299.19,9182.95,4746.98,982.45,46.79,20.55,344.31,82.36,,,5138.08,1085.37,17826.18,687.84,6975.31,1038.65,5601.18,239.26,823.73,105.75,31226.39,2071.5,44078.57,6029.97,7662.14,572.16,4144.3,523.4,332.56,191.84,3699.8,370.62,59917.37,7688.0,5055.6,444.38,6300.0,852.25,2145.4,366.77,116.02,45.81,13617.02,1709.22,16252.46,952.27,157450.52,22689.31,31.52
2555,2012,1,61,11023.56,3007.0,38.69,11.13,0.07,0.01,89.27,34.88,9498.31,2927.02,20649.91,5980.04,3741.24,758.52,7.68,5.96,242.79,64.34,0.0,0.0,3991.7,828.81,14974.02,528.38,6884.02,996.86,6873.65,269.34,952.7,116.67,29684.39,1911.25,36452.32,5239.72,7168.77,535.45,3476.63,445.99,146.21,69.14,2506.25,237.25,49750.17,6527.55,4373.83,398.13,3301.1,404.89,1123.19,181.31,56.34,10.97,8854.45,995.3,12389.36,834.7,125319.98,17077.66,30.97
2555,2012,2,62,11746.81,3184.46,71.27,25.3,47.06,10.06,90.11,35.5,11693.12,3684.2,23648.38,6939.53,5932.64,1152.88,15.0,11.29,312.16,94.52,0.0,0.0,6259.8,1258.7,20123.36,764.91,8158.08,1140.24,5661.58,256.27,915.38,109.24,34858.4,2270.66,42251.12,6055.24,8418.71,708.43,4617.53,555.0,193.76,93.44,3022.74,288.16,58503.86,7700.27,5386.85,509.67,3390.84,437.02,914.67,133.92,83.42,20.93,9775.78,1101.53,15416.8,1034.68,148463.02,20305.38,30.44
2555,2012,3,63,13514.1,3446.17,35.88,16.25,43.87,14.25,69.83,17.65,12968.49,3940.03,26632.16,7434.35,6955.5,1332.55,29.63,17.04,508.84,109.25,0.0,0.0,7493.96,1458.84,21011.05,713.34,8100.87,1196.1,6167.87,264.16,844.53,128.61,36124.32,2302.22,50166.51,6914.69,8857.32,676.08,4458.89,505.35,220.94,111.11,3379.95,308.5,67083.6,8515.73,6172.16,586.03,3762.65,472.05,1197.83,195.11,121.0,28.92,11253.64,1282.11,20499.58,1251.64,169087.26,22244.89,30.83
2555,2012,4,64,13508.24,3209.55,46.6,14.26,11.29,1.65,42.94,11.88,10687.16,3236.69,24296.22,6474.02,5709.57,1042.33,33.53,26.24,411.95,93.66,0.13,0.09,6155.19,1162.31,21083.49,674.1,6254.23,888.13,4575.25,208.03,658.65,106.53,32571.61,1876.8,36844.41,5071.11,7055.76,523.71,3488.31,398.01,199.97,83.87,2634.37,242.65,50222.82,6319.34,4921.25,511.5,2509.18,329.95,591.84,83.38,92.2,19.12,8114.46,943.94,16022.74,930.74,137383.04,17707.15,30.72
2555,2012,5,65,20194.12,4581.92,57.81,20.53,16.2,6.3,43.58,36.64,14088.51,4172.28,34400.21,8817.66,6376.66,1244.64,54.14,35.18,876.81,181.32,0.08,0.06,7307.69,1461.2,19074.17,658.03,7094.5,1082.78,4194.09,226.63,673.72,120.06,31036.49,2087.49,49305.4,7137.82,8466.01,665.14,5153.43,599.34,216.39,121.5,2838.36,264.25,65979.58,8788.05,6507.42,612.68,3281.93,418.11,564.61,87.2,108.99,37.96,10462.95,1155.95,22578.09,1165.42,171765.01,23475.77,31.84
2555,2012,6,66,17938.81,4390.08,27.95,9.56,8.75,5.43,59.87,35.32,13274.12,4029.67,31309.5,8470.06,5698.28,1189.78,26.52,23.3,691.05,137.47,0.61,0.45,6416.45,1351.0,17997.59,651.47,6401.03,1035.79,4585.36,264.04,1273.24,103.53,30257.22,2054.82,48032.94,7224.81,9152.74,727.76,4924.11,592.56,205.59,114.63,3269.19,318.8,65584.58,8978.55,6901.07,681.95,3073.35,406.94,390.75,64.29,84.22,23.71,10449.39,1176.88,19051.47,1053.06,163068.61,23084.38,31.54
2555,2012,7,67,19266.29,4593.89,26.6,6.84,6.68,1.87,57.55,38.51,15060.81,4511.74,34417.92,9152.85,4612.4,1033.92,13.39,9.31,687.54,134.22,0.0,0.0,5313.33,1177.46,17372.38,634.99,7194.87,1115.73,5844.28,305.37,561.09,106.95,30972.62,2163.05,50446.81,7615.74,9815.99,778.65,5153.73,590.29,267.18,127.0,2334.43,214.89,68018.15,9326.56,6439.93,628.22,3350.6,452.06,479.71,78.49,145.03,45.92,10415.27,1204.7,20126.32,1144.89,169263.61,24169.5,31.5
2555,2012,8,68,15615.82,3805.53,21.24,4.88,11.37,6.44,64.5,32.88,15776.21,4739.51,31489.12,8589.23,4245.26,912.53,25.39,18.05,843.16,159.05,1.48,0.96,5115.3,1090.59,15385.01,605.36,6363.91,1120.14,5809.32,300.26,468.71,87.25,28026.94,2113.01,47703.88,7456.19,11120.27,895.04,4369.02,536.1,332.11,155.68,1860.81,192.92,65386.09,9235.92,5915.86,596.0,4447.85,556.08,633.54,107.43,69.96,10.41,11067.21,1269.92,20337.34,1089.99,161422.0,23388.67,31.32
2555,2012,9,69,15196.77,4027.18,12.64,3.95,46.7,8.25,90.56,44.78,15759.87,4781.99,31106.54,8866.14,4193.04,914.51,34.24,30.47,746.69,147.61,0.0,0.0,4973.97,1092.59,15839.2,603.69,7270.23,1125.91,6080.24,285.7,544.97,106.23,29734.64,2121.52,49240.31,7404.54,8408.03,646.18,3786.41,469.05,238.81,114.25,1738.39,182.64,63411.95,8816.65,6004.91,613.49,5245.87,660.69,401.35,73.68,104.46,30.44,11756.59,1378.3,17507.22,1046.35,158490.89,23321.55,30.81
2555,2012,10,70,16936.44,4035.55,42.81,10.83,8.04,4.67,56.71,21.76,16533.69,4952.92,33577.68,9025.73,5376.29,1134.78,46.23,34.58,801.78,148.22,19.5,3.82,6243.8,1321.39,15671.4,596.48,7724.58,1142.53,8349.97,379.64,505.19,96.91,32251.14,2215.56,46190.76,6877.26,10848.28,825.08,4760.97,556.9,294.69,169.74,1870.63,192.86,63965.33,8621.84,6137.25,595.14,5967.69,689.82,1245.9,218.8,105.35,21.62,13456.18,1525.38,18379.12,998.4,167873.24,23708.3,30.69
2555,2012,11,71,16449.02,4274.33,41.41,11.6,20.45,4.06,97.5,31.8,16216.18,4903.66,32824.56,9225.44,4507.56,970.69,50.9,41.74,718.6,140.82,0.0,0.0,5277.06,1153.25,14672.12,477.75,6929.5,1114.2,10908.83,534.53,494.3,91.98,33004.75,2218.45,48600.44,7317.5,10563.33,761.21,5001.18,640.49,293.17,129.69,2461.04,248.53,66919.16,9097.43,6361.56,610.17,6320.39,691.35,1301.47,231.99,112.73,22.71,14096.14,1556.22,26821.83,1371.2,178943.5,24621.98,30.69
2555,2012,12,72,14233.61,3452.45,25.57,10.45,11.64,6.98,57.06,25.81,13299.47,3931.5,27627.35,7427.19,4482.43,1153.63,31.15,23.35,654.86,132.99,0.0,0.0,5168.45,1309.97,15521.97,510.88,5807.56,916.75,5696.41,295.13,541.1,88.53,27567.03,1811.3,43153.18,6479.41,10665.55,768.29,4011.71,521.81,354.36,180.2,1438.87,143.98,59623.67,8093.69,5378.17,515.01,5973.75,600.53,1981.06,337.82,98.51,16.38,13431.49,1469.74,23048.2,1201.42,156466.19,21313.31,30.58
2556,2013,1,73,11655.2,2829.72,69.38,18.17,2.31,1.41,57.18,25.86,10717.64,3176.87,22501.71,6052.03,4437.14,848.89,28.28,14.59,568.3,124.84,0.0,0.0,5033.71,988.32,16244.39,468.26,5385.3,757.07,5358.6,296.47,580.17,106.52,27568.46,1628.33,42787.73,6281.89,10915.22,823.02,4763.93,563.99,143.27,62.48,1258.2,129.84,59868.35,7861.22,5850.89,554.62,5446.26,589.94,1709.1,282.28,96.78,16.06,13103.03,1442.9,16615.55,934.8,144690.81,18907.6,29.8
2556,2013,2,74,9577.41,2370.25,11.67,5.24,0.1,0.01,82.04,26.66,9009.42,2633.91,18680.63,5036.07,4823.73,833.69,24.82,16.99,726.57,130.38,0.0,0.0,5575.12,981.06,14494.24,431.59,4888.84,663.54,5684.48,376.51,638.03,118.35,25705.59,1590.0,47137.26,6628.17,7802.04,581.29,3535.81,447.23,198.16,96.12,1420.13,141.38,60093.39,7894.19,4427.66,430.69,4993.44,490.59,2146.05,297.42,82.76,23.64,11649.91,1242.33,19502.15,1053.79,141206.8,17797.45,29.76
2556,2013,3,75,8937.97,2364.34,13.67,7.42,1.02,0.57,70.3,34.47,9839.49,2952.4,18862.44,5359.2,5787.22,1024.98,22.21,16.33,620.98,116.86,0.19,0.12,6430.58,1158.29,16474.35,542.67,5553.05,771.23,5384.55,429.94,474.88,98.0,27886.83,1841.83,51704.01,7308.42,7141.97,522.62,3877.07,517.82,183.18,82.21,1608.3,153.8,64514.53,8584.86,5491.88,529.86,5554.38,564.66,1907.37,274.5,118.37,29.28,13072.0,1398.3,26506.13,1402.19,157272.5,19744.67,29.28
2556,2013,4,76,6822.46,1775.95,34.93,14.84,0.35,0.15,39.56,26.83,8597.75,2553.53,15495.06,4371.3,4789.58,813.79,30.76,20.23,465.2,90.12,0.01,0.0,5285.55,924.13,14531.49,482.58,5038.38,651.75,5669.39,357.71,13452.27,83.2,38691.53,1575.24,41876.86,6036.45,7630.33,581.02,4046.99,499.21,135.24,58.8,1493.14,138.62,55182.57,7314.1,4974.6,481.38,4729.82,471.83,466.59,52.32,49.71,10.66,10220.72,1016.2,26932.32,1377.65,151807.75,16578.63,29.26
2556,2013,5,77,8171.54,2283.98,33.16,12.32,1.25,0.37,87.9,30.84,9463.04,2951.9,17756.88,5279.4,5432.73,897.61,70.54,35.68,616.42,108.92,0.0,0.0,6119.7,1042.22,17911.5,597.35,5895.39,771.44,4600.56,356.07,364.03,83.05,28771.47,1807.91,45172.61,6364.91,9465.97,674.14,4122.79,475.34,112.67,48.32,1471.61,145.75,60345.65,7708.46,4841.03,449.16,5962.3,576.87,526.15,67.28,54.18,10.17,11383.66,1103.48,36141.02,1803.31,160518.36,18744.78,30.41
2556,2013,6,78,6571.21,1962.4,16.44,7.03,0.07,0.02,63.84,28.33,8052.33,2608.56,14703.89,4606.35,4872.21,834.05,47.1,18.48,565.29,115.31,0.41,0.05,5485.01,967.88,12624.76,440.57,5524.19,722.73,5757.09,347.38,308.01,76.2,24214.04,1586.88,45856.7,6709.66,9603.74,666.77,3835.61,493.77,184.2,100.67,1928.38,189.17,61408.63,8160.04,4670.73,447.57,5349.04,553.53,336.38,46.07,109.1,28.85,10465.24,1076.03,27112.34,1509.71,143389.14,17906.89,31.12
2556,2013,7,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.34
2556,2013,8,80,8434.99,2727.59,25.53,16.43,14.41,1.12,62.51,40.72,10350.89,3891.14,18888.33,6677.0,3784.48,709.72,64.62,26.39,698.77,143.2,4.8,0.48,4552.66,879.79,12912.74,459.49,5304.94,673.51,7422.75,402.82,2820.46,74.06,28460.89,1609.88,40240.42,6117.45,7757.39,603.0,4352.64,591.54,352.19,160.71,1560.25,162.53,54262.87,7635.22,4898.51,486.56,6456.2,667.77,747.25,120.23,68.04,9.73,12170.0,1284.3,23910.5,1335.12,142245.25,19421.3,32.13
2556,2013,9,81,9140.56,3072.48,45.85,15.43,47.02,1.59,90.16,50.67,9777.09,3828.33,19100.68,6968.49,4529.97,788.18,130.82,50.0,713.01,147.29,1.56,0.31,5375.36,985.77,11011.97,346.23,5834.13,786.47,9406.94,504.85,365.63,84.36,26618.67,1721.9,43534.39,6405.9,7355.9,531.02,3530.85,435.61,244.83,86.13,1786.74,190.92,56452.71,7649.58,4864.61,514.68,5456.33,612.21,1490.07,205.11,121.49,33.81,11932.49,1365.81,19127.08,1196.34,138606.98,19887.89,31.21
