Year (พ.ศ.),Year (ค.ศ.),Month,No.,Chilled/Frozen Fresh Shrimp Quantity (Tons),Chilled/Frozen Fresh Shrimp Value (Million Baht),Dried Shrimp Quantity (Tons),Dried Shrimp Value (Million Baht),Boiled or Steamed Shrimp Quantity (Tons),Boiled or Steamed Shrimp Value (Million Baht),Shrimp in Airtight Containers Quantity (Tons),Shrimp in Airtight Containers Value (Million Baht),Preserved or Processed Shrimp Quantity (Tons),Preserved or Processed Shrimp Value (Million Baht),Shrimp Quantity (Tons),Shrimp Value (Million Baht),Chilled/Frozen Fresh Squid Quantity (Tons),Chilled/Frozen Fresh Squid Value (Million Baht),Dried Squid Quantity (Tons),Dried Squid Value (Million Baht),Processed or Preserved Squid Quantity (Tons),Processed or Preserved Squid Value (Million Baht),Smoked squid Quantity (Tons),Smoked squid Value (Million Baht),Squid Quantity (Tons),Squid Value (Million Baht),Chilled/Frozen Fresh Fish (including liver and roe) Quantity (Tons),Chilled/Frozen Fresh Fish (including liver and roe) Value (Million Baht),Chilled/Frozen Fish Fillets Quantity (Tons),Chilled/Frozen Fish Fillets Value (Million Baht),Dried Fish Quantity (Tons),Dried Fish Value (Million Baht),Live Fish and Fish Breeding Stock Quantity (Tons),Live Fish and Fish Breeding Stock Value (Million Baht),Fish Quantity (Tons),Fish Value (Million Baht),Canned Tuna Quantity (Tons),Canned Tuna Value (Million Baht),Canned Sardines Quantity (Tons),Canned Sardines Value (Million Baht),Other Canned Fish Quantity (Tons),Other Canned Fish Value (Million Baht),Canned Crab Quantity (Tons),Canned Crab Value (Million Baht),Other Canned Seafood Quantity (Tons),Other Canned Seafood Value (Million Baht),Canned Products Quantity (Tons),Canned Products Value (Million Baht),Canned Dog and Cat Food Quantity (Tons),Canned Dog and Cat Food Value (Million Baht),Processed Seafood Products Quantity (Tons),Processed Seafood Products Value (Million Baht),Processed Tuna Products Quantity (Tons),Processed Tuna Products Value (Million Baht),Preserved or Processed Crab Quantity (Tons),Preserved or Processed Crab Value (Million Baht),Other Processed Seafood Products Quantity (Tons),Other Processed Seafood Products Value (Million Baht),Other Fishery Products Quantity (Tons),Other Fishery Products Value (Million Baht),Grand Total Quantity (Tons),Grand Total Value (Million Baht),Price baht to usd
2564,2021,3,171,6221.23,1585.19,,,,,792.48,235.03,5366.64,1760.67,12380.35,3580.89,3091.96,731.65,22.24,18.26,653.84,175.48,0.0,0.0,3768.04,925.39,13201.29,448.61,4727.31,593.55,2076.74,167.94,241.11,78.9,20246.45,1289.01,44275.14,5244.88,6816.89,475.74,4911.31,685.71,94.28,38.21,1027.74,107.25,57125.36,6551.79,11196.57,1226.66,6559.76,803.72,2697.46,402.83,21.78,8.56,20475.58,2441.77,31074.57,1747.68,145070.35,16536.53,31.24
2564,2021,4,172,7383.41,1833.17,,,,,986.3,296.58,4742.06,1607.57,13111.77,3737.33,2937.51,740.88,23.63,23.39,568.03,157.02,0.0,0.0,3529.17,921.29,11611.95,395.06,3806.05,529.74,1501.83,127.93,214.98,74.28,17134.81,1127.01,33260.25,4157.81,6014.98,441.04,4586.08,566.31,53.81,24.06,828.59,97.19,44743.71,5286.41,9267.39,1062.39,6662.49,806.45,2830.11,409.5,29.73,10.52,18789.72,2288.87,26778.99,1531.07,124088.17,14891.98,31.14
2564,2021,5,173,7395.52,1896.07,,,,,1087.03,312.43,4666.0,1609.57,13148.55,3818.07,3053.76,747.8,19.16,21.96,568.94,156.8,2.94,2.52,3644.8,929.08,12940.7,518.89,3492.38,511.35,1750.08,142.58,371.03,73.92,18554.18,1246.74,30841.64,3891.66,5645.36,412.74,4164.86,569.17,83.47,42.12,753.21,85.79,41488.54,5001.49,10073.0,1166.47,5625.86,742.61,1995.24,308.42,32.1,13.1,17726.2,2230.59,29291.99,1644.53,123854.26,14870.49,31.19
2564,2021,6,174,7678.63,2243.46,,,,,996.24,307.44,6294.93,2104.76,14969.8,4655.66,3418.13,874.62,21.91,14.45,752.41,215.83,0.0,0.0,4192.45,1104.89,15514.55,674.36,3690.12,554.48,2510.13,200.33,481.77,75.19,22196.57,1504.37,37651.22,4591.1,4663.32,351.3,4491.68,647.23,92.09,49.03,1032.38,114.75,47930.69,5753.41,10795.57,1284.15,5908.65,774.24,2350.79,380.89,31.81,13.84,19086.82,2453.13,35042.52,1975.5,143418.87,17446.96,32.02
2564,2021,7,175,7119.66,2042.36,,,,,909.57,266.18,6456.57,2237.11,14485.8,4545.66,2989.42,752.43,16.85,15.46,660.0,165.69,0.0,0.0,3666.27,933.58,10786.96,406.72,3654.85,551.58,2541.71,206.76,316.34,65.5,17299.86,1230.55,32743.0,4132.78,3359.42,260.31,3820.41,535.61,86.49,47.58,1267.88,137.37,41277.2,5113.64,9251.99,1035.59,6836.36,866.54,1999.24,322.79,80.44,25.27,18168.03,2250.18,31378.35,1820.55,126275.52,15894.17,32.89
2564,2021,8,176,7286.8,1981.11,,,,,875.31,290.64,5422.59,1967.48,13584.7,4239.22,2380.61,658.53,13.5,13.78,462.23,141.24,0.0,0.0,2856.34,813.56,11312.53,452.79,3501.63,535.9,2073.44,177.51,236.39,68.04,17123.98,1234.23,34807.47,4611.39,5104.68,381.65,4973.88,601.66,106.51,67.71,829.59,102.56,45822.12,5764.98,10189.41,1195.62,5738.58,781.09,1927.91,319.34,80.49,12.89,17936.39,2308.95,26420.17,1663.85,123743.71,16024.79,32.22
2564,2021,9,177,7948.49,2524.31,,,,,959.23,338.18,6605.35,2400.83,15513.07,5263.32,2733.54,721.81,15.29,20.51,682.0,199.36,0.0,0.0,3430.83,941.68,11095.53,449.03,5039.04,747.35,1848.84,171.99,213.76,69.69,18197.16,1438.05,33139.13,4379.37,5824.95,427.16,4815.09,610.74,78.54,39.35,654.42,83.99,44512.12,5540.61,10454.24,1287.29,7058.26,905.3,2061.57,372.28,47.3,16.44,19621.37,2581.31,25216.81,1798.71,126491.36,17563.68,33.67
2564,2021,10,178,9040.97,2976.26,,,,,1077.08,373.6,5596.81,2100.99,15714.85,5450.85,3078.15,796.88,8.0,8.89,552.62,173.87,1.5,1.18,3640.27,980.82,11243.88,463.72,4550.99,753.67,1492.39,137.99,207.74,65.79,17495.01,1421.17,37628.43,5128.71,4696.84,373.39,3942.35,620.14,102.61,73.04,1308.22,141.09,47678.45,6336.38,10457.34,1273.86,7980.86,1047.25,1714.08,284.8,47.64,14.21,20199.92,2620.12,28184.62,1819.45,132913.12,18628.79,33.29
2564,2021,11,179,6547.62,2104.73,,,,,813.64,297.08,5627.53,2152.05,12988.79,4553.87,2851.24,687.99,18.54,14.14,750.29,237.55,0.0,0.0,3620.07,939.68,10997.5,406.81,4500.68,739.08,1827.42,165.98,213.2,67.75,17538.8,1379.63,43773.12,5801.39,3787.61,306.48,4106.02,602.41,111.95,56.26,979.82,116.6,52758.53,6883.15,11558.72,1509.67,7821.91,1052.41,2233.01,378.15,95.46,25.87,21709.08,2966.1,31547.28,1948.53,140162.55,18670.96,33.71
2564,2021,12,180,6544.4,2049.48,,,,,597.18,218.66,5732.15,2141.68,12873.73,4409.82,3136.7,759.38,11.08,9.78,635.96,208.24,0.0,0.0,3783.74,977.4,13152.93,495.93,4484.84,721.02,1236.04,130.27,210.6,60.82,19084.41,1408.04,40892.26,5315.64,5262.18,420.61,4218.16,640.14,115.74,66.9,1824.59,193.35,52312.93,6636.63,12526.08,1581.76,8099.47,1084.63,1592.98,286.98,68.34,19.28,22286.86,2972.66,28262.84,1782.42,138604.51,18186.98,33.23
2565,2022,1,181,5061.5,1601.2,,,,,200.37,82.53,4642.37,1762.01,9904.23,3445.74,3330.31,814.31,7.96,5.72,734.26,219.88,0.0,0.0,4072.53,1039.92,12409.81,511.05,3605.71,613.3,1237.63,110.07,218.29,72.43,17471.44,1306.86,35301.67,4715.27,4250.37,352.65,4298.87,664.22,35.8,18.57,883.91,102.95,44770.61,5853.67,11139.86,1438.28,6228.77,818.03,1574.97,264.34,45.25,14.35,18988.85,2534.99,29304.41,1803.02,124512.07,15984.2,33.22
2565,2022,2,182,4573.27,1377.36,,,,,288.68,113.66,5360.16,2046.91,10222.11,3537.93,2931.3,800.81,11.01,10.08,562.61,167.77,0.0,0.0,3504.91,978.66,11036.04,470.48,3777.11,634.98,1548.19,133.72,214.63,66.92,16575.96,1306.09,40308.11,5401.81,3734.25,344.75,4512.81,718.51,62.93,39.5,874.76,93.17,49492.86,6597.74,11893.38,1529.21,7111.34,937.42,3328.31,587.21,71.97,28.22,22405.0,3082.06,34425.38,2116.88,136626.22,17619.38,32.67
2565,2022,3,183,6925.8,2000.66,,,,,310.93,118.17,5271.29,1951.35,12508.02,4070.18,3592.66,951.37,64.61,16.1,668.3,200.16,0.0,0.0,4325.57,1167.64,13929.01,571.16,4405.88,738.35,2102.63,157.26,233.13,82.38,20670.65,1549.16,44123.93,5930.1,4854.13,408.8,3915.36,570.91,43.45,25.76,1084.33,117.9,54021.19,7053.47,13780.51,1784.92,6957.36,952.52,2890.71,481.58,57.34,19.06,23685.92,3238.08,37887.37,2155.02,153098.72,19233.55,33.28
2565,2022,4,184,6601.08,1917.6,,,,,166.4,68.52,5173.12,2010.13,11940.59,3996.25,3464.98,987.84,15.21,12.46,509.01,151.04,0.0,0.0,3989.2,1151.34,10877.41,444.63,3713.09,684.58,1992.2,150.55,194.93,67.67,16777.63,1347.43,36317.51,5083.56,5431.43,448.04,3895.23,587.1,34.44,21.97,930.01,113.56,46608.61,6254.24,12110.97,1529.14,6244.6,873.45,2655.01,491.06,62.19,17.82,21072.76,2911.46,28567.5,1705.67,128956.29,17366.38,34.24
2565,2022,5,185,7155.48,2096.12,,,,,150.97,76.37,5791.33,2173.4,13097.78,4345.88,3335.27,933.18,11.85,14.6,495.26,157.7,0.0,0.0,3842.38,1105.48,11230.94,547.24,3168.52,526.81,929.3,105.08,202.67,76.17,15531.43,1255.3,43984.54,6402.73,4534.37,389.09,4300.43,667.59,50.84,39.16,886.36,104.68,53756.54,7603.25,11923.17,1440.39,6275.67,912.11,1874.87,353.84,61.62,17.85,20135.32,2724.19,28396.09,1697.89,134759.53,18732.0,34.3
2565,2022,6,186,8749.57,2432.05,,,,,170.69,81.12,6248.37,2366.47,15168.63,4879.64,3227.27,927.43,7.18,8.11,736.67,235.66,0.0,0.0,3971.12,1171.2,11480.88,529.32,3933.85,678.4,1549.96,142.28,220.82,71.46,17185.51,1421.46,41987.55,6271.2,5510.5,470.96,3966.29,636.8,74.97,55.24,959.75,108.5,52499.06,7542.7,11381.43,1557.9,6398.48,959.06,2793.27,551.06,48.88,17.31,20622.06,3085.33,29293.95,1882.61,138740.34,19982.94,35.3
2565,2022,7,187,7057.83,2256.95,,,,,193.77,84.8,4929.38,2046.52,12180.98,4388.26,3007.66,871.4,60.02,12.69,593.55,193.94,0.0,0.0,3661.23,1078.03,11357.85,559.4,4032.94,717.41,1795.63,149.97,217.57,63.33,17403.98,1490.11,39604.94,6321.93,4968.66,448.78,3904.84,648.54,57.28,40.94,900.54,119.54,49436.26,7579.74,10381.31,1438.57,6792.17,1017.96,2712.35,553.57,33.78,13.97,19919.61,3024.08,30272.31,1888.57,132874.36,19448.78,36.29
2565,2022,8,188,7234.4,2511.6,,,,,256.57,115.92,5190.62,2217.48,12681.59,4845.0,2820.75,825.29,55.17,10.11,573.15,195.29,0.0,0.0,3449.06,1030.69,10031.3,482.45,4668.48,823.42,1944.31,162.87,210.03,78.15,16854.12,1546.89,41138.94,6835.02,4875.12,455.75,3657.54,613.89,29.04,21.83,1106.79,139.64,50807.43,8066.12,11281.13,1607.48,6600.1,1038.35,1926.93,407.21,56.59,23.62,19864.75,3076.66,30946.55,1937.96,134603.49,20503.32,36.52
2565,2022,9,189,8086.06,2898.06,,,,,423.95,200.51,5960.76,2477.53,14470.77,5576.1,3304.71,979.91,14.49,20.16,676.77,223.01,1.91,2.05,3997.89,1225.13,8665.45,383.2,4623.84,892.43,2287.55,166.33,205.75,77.07,15782.59,1519.03,40719.87,6675.09,4585.5,462.49,2997.95,500.54,37.19,25.62,981.51,128.32,49322.02,7792.06,11050.81,1518.56,7659.07,1176.49,2613.74,555.17,47.72,9.9,21371.34,3260.12,26990.26,1932.21,131934.86,21304.65,37.77
2565,2022,10,190,7809.3,2787.11,,,,,239.04,123.62,5335.01,2154.38,13383.35,5065.11,2999.16,873.39,30.44,5.48,559.47,187.26,0.0,0.0,3589.06,1066.12,7622.98,329.29,3608.73,676.02,1950.78,154.64,199.07,70.24,13381.56,1230.19,35814.68,6032.12,4648.27,468.21,3511.21,553.98,27.67,13.88,1224.89,158.52,45226.72,7226.72,9605.87,1440.22,7603.8,1193.65,2237.19,445.46,44.01,15.96,19490.87,3095.28,28198.12,1907.39,123269.68,19590.81,38.05
2565,2022,11,191,7074.08,2575.31,,,,,267.36,127.96,5104.04,2159.66,12445.48,4862.93,2634.99,726.67,68.55,28.46,559.34,194.67,0.0,0.0,3262.88,949.79,11076.65,573.63,3881.19,793.51,1924.14,168.67,232.95,81.18,17114.93,1616.98,40102.59,6888.1,3564.49,339.93,3073.27,572.67,67.48,47.04,1187.91,187.69,47995.74,8035.43,9134.66,1308.59,6671.28,1130.91,2253.52,509.83,40.53,19.21,18099.99,2968.54,28462.71,1966.67,127381.72,20400.35,35.11
2565,2022,12,192,5428.07,1838.13,,,,,262.38,127.76,4010.96,1624.45,9701.41,3590.33,3339.41,882.38,10.25,8.67,505.96,148.2,0.83,0.89,3856.45,1040.14,8732.24,378.05,3316.19,671.84,1122.32,127.15,545.57,64.48,13716.32,1241.52,44819.45,7073.05,4208.09,386.97,3071.48,505.53,52.25,31.54,1152.42,147.18,53303.69,8144.26,10079.79,1469.4,7047.91,1067.1,2986.86,578.58,34.74,11.3,20149.29,3126.38,25191.11,1775.32,125918.28,18917.96,34.61
2566,2023,1,193,3539.19,1143.84,,,0.0,0.0,67.48,31.54,3582.24,1448.74,7188.92,2624.11,2643.12,620.82,1.3,1.1,539.58,153.94,0.0,0.0,3184.0,775.86,8761.14,343.37,2572.65,490.67,1621.07,137.33,197.46,64.06,13152.32,1035.44,30975.6,4879.72,4731.97,401.64,3307.75,515.29,47.96,27.91,795.51,102.04,39858.8,5926.6,6989.25,966.19,5610.33,785.73,2451.67,493.6,41.54,16.34,15092.78,2261.86,24887.08,1607.3,103363.9,14231.17,32.84
2566,2023,2,194,4894.75,1567.74,,,0.0,0.0,220.6,84.65,3463.0,1296.71,8578.34,2949.1,2852.46,740.59,37.01,15.21,502.41,146.27,0.0,0.0,3391.88,902.06,8927.59,341.98,3122.93,540.1,1417.21,136.35,217.44,71.36,13685.17,1089.79,38209.55,5606.69,3579.44,308.58,3099.39,482.06,40.73,24.81,1111.35,131.13,46040.45,6553.28,7584.46,1039.14,6596.1,929.32,2334.08,433.71,50.8,22.36,16565.44,2424.52,29979.52,1872.12,118240.8,15790.87,35.22
2566,2023,3,195,6629.05,2071.45,,,0.0,0.0,266.37,108.32,4317.94,1702.25,11213.35,3882.03,4404.6,1144.23,9.44,9.68,531.63,176.05,0.0,0.0,4945.67,1329.97,9370.32,349.19,3547.92,609.03,1195.15,120.72,198.9,80.58,14312.3,1159.51,37693.66,5828.9,5061.39,453.55,3369.27,581.47,41.87,26.46,1000.89,121.96,47167.09,7012.34,7368.25,1078.74,7248.76,1082.39,2927.91,512.77,38.65,11.33,17583.57,2685.24,35720.19,2278.74,130942.16,18347.82,34.16
2566,2023,4,196,7241.75,2273.27,,,0.15,0.02,205.14,91.38,3394.38,1317.4,10841.41,3682.07,3086.07,859.22,34.07,11.6,457.15,144.86,0.0,0.0,3577.28,1015.68,6961.15,329.87,2775.95,483.72,976.58,91.55,229.46,86.56,10943.14,991.7,28786.49,4534.82,4408.32,387.62,3072.48,452.29,38.13,25.72,1156.53,127.11,37461.94,5527.55,5641.38,756.91,5593.1,851.44,2383.69,445.11,28.6,9.46,13646.77,2062.92,28670.5,1725.91,105141.04,15005.84,34.12
2566,2023,5,197,7958.23,2564.89,,,0.0,0.0,311.56,124.95,4959.7,1900.19,13229.49,4590.02,3731.06,993.5,12.69,17.0,596.64,167.01,0.0,0.0,4340.39,1177.51,9670.16,446.06,2695.09,530.87,1740.3,163.83,246.36,81.66,14351.91,1222.42,36273.47,5840.51,4326.94,395.32,3348.43,482.97,46.92,22.96,750.12,103.61,44745.88,6845.36,7546.51,1043.41,6609.92,972.19,3160.11,633.85,49.58,14.56,17366.12,2664.01,33325.03,2100.86,127358.82,18600.18,34.64
2566,2023,6,198,7737.24,2303.99,,,0.0,0.0,325.63,136.73,4885.96,1776.35,12948.82,4217.08,3272.87,891.47,11.79,14.79,550.12,179.33,2.1,1.8,3836.88,1087.39,9094.02,455.13,3441.86,621.62,907.44,113.52,236.12,70.02,13679.45,1260.29,31497.08,5130.39,5475.78,498.25,2975.38,456.24,47.89,27.34,1240.86,148.6,41236.99,6260.81,10007.91,1437.74,6886.37,1051.24,2166.77,450.25,45.47,18.65,19106.52,2957.87,31923.31,2052.88,122731.96,17836.32,35.27
2566,2023,7,199,6480.4,1842.63,,,0.0,0.0,270.52,102.21,4873.78,1787.11,11624.71,3731.95,2844.88,743.15,15.95,19.38,519.38,159.27,0.0,0.0,3380.21,921.8,8827.88,417.83,3207.26,542.45,1514.71,146.77,201.42,74.78,13751.27,1181.82,33120.6,5427.1,5009.08,453.65,2681.95,427.13,56.28,35.28,701.54,107.74,41569.46,6450.91,9956.58,1510.92,7333.38,1078.28,1355.42,263.96,50.82,14.69,18696.2,2867.84,38123.27,2489.8,127145.11,17644.12,34.21
2566,2023,8,200,7179.05,1971.83,,,0.0,0.0,320.44,123.01,5478.98,1976.06,12978.47,4070.91,2331.4,641.5,4.35,3.28,568.97,184.03,4.41,1.32,2909.13,830.14,10056.85,497.95,3872.03,690.89,1277.63,108.15,148.61,68.52,15355.12,1365.51,31662.84,5041.24,4589.43,433.66,2910.16,452.98,42.95,25.71,1197.17,155.35,40402.54,6108.95,10783.36,1540.94,7332.41,1150.87,3175.39,614.23,56.27,17.08,21347.42,3323.11,32476.04,2244.66,125468.73,17943.28,34.98
2566,2023,9,201,7149.92,2082.38,,,0.0,0.0,606.77,223.52,5497.48,1995.59,13254.18,4301.49,2589.9,691.52,6.95,6.21,387.59,138.38,0.5,0.46,2984.94,836.56,9101.65,419.21,3481.65,619.31,2168.21,182.58,162.64,76.04,14914.15,1297.14,34050.12,5630.78,4021.92,360.84,3140.54,509.91,40.79,28.32,1652.27,167.07,42905.64,6696.91,10821.1,1705.7,7727.94,1162.91,2383.18,499.16,50.82,16.88,20983.04,3384.64,34167.1,2394.17,129209.04,18910.92,36.51
2566,2023,10,202,7305.65,2208.83,,,0.0,0.0,372.33,165.28,4810.82,1840.17,12488.8,4214.28,3557.2,858.69,12.44,15.55,579.28,196.91,0.0,0.0,4148.92,1071.15,11425.06,612.0,3681.53,626.74,1927.02,168.74,212.9,72.1,17246.51,1479.57,33952.72,5668.99,5395.3,490.03,2673.48,461.22,45.88,29.92,1236.67,154.04,43304.05,6804.2,12664.11,1968.08,7275.54,1037.57,1998.88,377.94,35.37,13.66,21973.9,3397.26,30616.67,2197.96,129778.85,19164.41,36.14
2566,2023,11,203,7004.33,2126.53,,,0.0,0.0,553.31,207.46,4640.08,1773.36,12197.72,4107.36,2510.78,614.62,31.03,8.64,379.16,133.5,0.0,0.0,2920.97,756.76,10192.83,479.94,4157.12,718.35,1367.62,150.99,189.33,66.24,15906.9,1415.52,42484.17,6971.57,4164.75,384.68,2561.4,421.37,49.9,35.26,2211.92,246.22,51472.15,8059.1,12570.47,1974.45,8166.55,1258.91,2457.36,508.31,84.77,17.54,23279.16,3759.21,30057.17,2231.59,135834.07,20329.53,35.31
2566,2023,12,204,6693.39,1883.29,,,0.0,0.0,423.35,166.22,3636.28,1317.01,10753.02,3366.52,2834.5,610.86,8.62,8.61,430.15,139.05,0.0,0.0,3273.27,758.52,10234.37,454.12,3427.82,602.96,706.26,99.44,173.28,61.31,14541.72,1217.83,36996.63,5816.4,4657.55,406.79,2922.5,486.51,55.3,42.1,1392.14,156.03,46024.11,6907.83,13642.02,2073.93,7085.8,1064.56,2082.45,381.76,36.65,10.57,22846.92,3530.82,24083.21,1699.57,121522.24,17481.09,34.35
2567,2024,1,205,6587.37,1771.76,,,,,385.14,137.35,3054.57,1099.79,10027.08,3008.9,3631.4,812.3,65.22,21.21,437.08,133.0,4.01,2.4,4137.71,968.92,13717.35,626.22,3729.41,614.06,1483.44,153.89,254.73,72.48,19184.92,1466.65,37686.5,5705.91,3860.29,349.2,2989.04,472.08,45.75,27.1,735.95,97.42,45317.53,6651.71,11440.11,1822.68,5878.23,868.53,2694.91,511.09,46.82,15.55,20060.07,3217.86,28790.59,1822.57,127517.89,17136.61,35.53
2567,2024,2,206,6572.34,1800.2,,,,,387.18,123.58,3489.97,1302.56,10449.5,3226.34,3452.68,810.06,6.61,7.64,326.77,100.95,0.35,0.31,3786.41,918.96,11812.13,541.78,3266.57,547.05,759.74,104.15,208.49,71.32,16046.93,1264.29,44953.27,6990.26,4936.48,425.32,3604.18,537.86,49.47,30.54,856.49,106.87,54399.9,8090.85,12629.88,1997.99,6487.81,972.51,2640.07,486.71,52.57,20.14,21810.34,3477.35,34784.78,2265.82,141277.85,19243.61,35.88
2567,2024,3,207,7784.0,2110.08,,,,,453.94,166.27,4192.72,1594.71,12430.66,3871.06,4219.33,1090.91,36.01,14.24,427.91,150.68,0.0,0.0,4683.25,1255.84,15355.59,811.77,4444.54,606.76,645.33,106.41,259.62,90.7,20705.09,1615.64,42666.46,6758.08,5485.74,472.76,3575.33,550.87,52.56,35.24,890.44,111.48,52670.52,7928.44,14618.47,2282.82,6578.26,989.67,2876.14,508.59,74.66,23.18,24147.54,3804.26,43023.79,2745.18,157660.84,21220.4,36.37
2567,2024,4,208,7228.05,1807.62,,,,,429.92,155.54,3836.22,1482.03,11494.19,3445.18,3966.95,879.53,32.94,12.06,377.46,115.89,3.51,2.11,4380.86,1009.59,9774.66,501.61,3495.06,557.83,648.22,103.84,276.03,86.34,14193.97,1249.63,37415.02,5918.59,3974.1,364.06,2974.03,469.77,50.36,29.94,682.17,84.64,45095.67,6867.0,12977.26,2037.96,6489.86,987.7,3182.36,574.8,34.65,10.66,22684.13,3611.12,36401.7,2323.81,134250.51,18506.32,37.18
2567,2024,5,209,6760.43,1783.79,,,,,482.33,180.74,4391.29,1652.92,11634.04,3617.46,3558.6,849.53,62.78,18.85,508.37,150.15,2.0,2.38,4131.75,1020.91,12098.14,681.28,4008.94,636.01,855.34,102.96,262.51,86.62,17224.94,1506.88,44422.3,6991.14,3909.01,369.58,2732.91,461.0,77.43,52.22,685.93,96.21,51827.58,7970.16,15586.42,2532.38,6825.91,1029.25,2504.35,440.98,51.96,20.08,24968.65,4022.69,41296.64,2650.03,151083.58,20788.13,36.77
2567,2024,6,210,5302.31,1583.3,,,,,388.75,146.32,3990.4,1525.46,9681.46,3255.07,2930.0,754.54,37.5,17.75,309.66,108.2,6.5,1.95,3283.66,882.45,10384.8,542.2,3329.32,511.83,539.69,90.21,294.96,88.04,14548.77,1232.28,41077.44,6245.24,4087.75,387.04,2484.41,395.93,53.41,31.71,766.63,115.01,48469.64,7174.94,13205.68,2149.62,7259.29,1107.07,1900.73,320.01,47.56,17.9,22413.26,3594.6,39006.0,2545.47,137402.78,18684.82,36.76
2567,2024,7,211,5634.18,1613.47,,,,,426.64,161.92,4385.64,1602.04,10446.46,3377.43,2863.48,716.92,10.7,12.33,486.44,161.23,0.0,0.0,3360.62,890.49,9178.05,394.34,3550.93,602.85,943.32,122.64,273.92,81.88,13946.23,1201.71,50607.45,7759.84,4841.7,458.26,3450.39,529.78,65.66,34.75,1104.19,134.31,60069.4,8916.94,15932.88,2671.62,8128.89,1171.1,3166.55,578.89,47.52,16.89,27275.83,4438.5,43541.17,2823.24,158639.7,21648.31,35.53
2567,2024,8,212,6429.62,1920.28,,,,,435.33,162.23,5019.32,1837.71,11884.27,3920.22,2749.73,711.96,10.07,12.77,494.56,171.49,5.16,1.55,3259.52,897.76,10837.6,519.18,5024.93,841.01,1201.91,124.24,262.13,81.95,17326.57,1566.39,53349.16,8049.47,5048.43,470.3,3537.54,552.64,66.73,39.43,986.33,127.62,62988.19,9239.46,16364.0,2746.61,7622.64,1118.56,2289.49,423.15,30.02,12.81,26306.15,4301.14,35812.09,2436.04,157576.79,22361.02,33.92
2567,2024,9,213,7165.7,2108.28,,,,,388.73,141.88,4927.59,1774.82,12482.01,4024.98,2311.87,580.94,1.39,1.43,431.0,150.0,0.0,0.0,2744.26,732.37,9200.79,447.25,3808.2,585.76,876.83,92.35,271.32,82.06,14157.14,1207.42,50518.79,7292.61,5304.86,479.1,3607.68,511.79,74.51,38.74,1383.3,152.73,60889.15,8474.98,15802.3,2479.05,7703.66,1101.23,2424.72,420.82,39.99,16.79,25970.68,4017.89,28963.68,2087.97,145206.9,20545.61,32.39
2567,2024,10,214,6624.01,1936.59,,,,,550.74,194.17,5677.56,1952.57,12852.3,4083.34,2760.49,597.31,11.56,13.73,436.51,147.96,0.05,0.07,3208.61,759.07,10564.32,521.7,4130.67,673.13,1947.41,163.82,279.53,81.03,16921.92,1439.68,51974.63,7169.89,4808.39,400.06,3412.86,515.16,61.42,35.04,1276.17,151.12,61533.46,8271.28,15852.02,2385.78,8690.14,1266.24,2239.76,366.93,56.85,11.77,26838.76,4030.72,29804.25,1943.11,151159.31,20527.19,33.79
2567,2024,11,215,6550.79,1831.65,,,,,461.4,147.62,5065.89,1758.98,12078.08,3738.26,3386.93,765.44,20.86,27.02,406.98,149.7,0.0,0.0,3814.77,942.16,11423.72,551.18,3891.95,627.79,1159.02,116.51,272.19,79.6,16746.88,1375.08,47767.25,6594.52,4967.61,422.52,3217.0,476.96,60.94,35.68,1588.08,160.6,57600.88,7690.29,15549.26,2361.84,7902.47,1127.27,2725.74,422.48,32.95,13.05,26210.41,3924.65,30522.72,1986.72,146973.74,19657.15,34.27
2567,2024,12,216,6691.38,2050.22,,,,,291.33,126.53,4331.07,1579.65,11313.78,3756.4,3182.91,745.03,11.26,12.31,480.96,170.06,0.0,0.0,3675.13,927.41,14190.1,658.47,3098.07,494.75,1002.45,109.69,306.53,74.49,18597.15,1337.4,46214.74,6774.11,4498.4,389.57,3351.46,534.14,51.24,31.5,1492.05,165.82,55607.88,7895.14,14834.77,2283.04,7129.5,1048.18,2180.0,363.15,30.22,11.43,24174.49,3705.81,35227.52,2120.29,148595.94,19742.45,34.26
